Description,Image,Gender,Specifications
Women Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24995326/2023/9/25/96479b9c-4b9b-4566-b37e-d62021ec3f0a1695633718884-HRX-by-Hrithik-Roshan-Fashion-Yellow-Womens-Lifestyle-T-Shir-1.jpg",women,"{'Closure': 'Button', 'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Pure Cotton Oversize T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23588668/2023/7/14/99f5afda-d57f-4ce6-9e90-ba75e411b3fe1689316973520-Kook-N-Keech-Pure-Cotton-Typography-Printed-Drop-Shoulder-Sl-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
LivIn Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15456896/2023/10/13/6adbbe9c-83b4-4523-abb8-dbeb3ce3dbac1697199536257FableStreetWomenBlackLivInPoloCollarT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Women Dri-FIT T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21649668/2023/1/21/cb233194-307c-4567-ba41-2f5ad3bde7861674264091115MKHWomenBlueExtendedSleevesDri-FITT-shirt1.jpg",women,"{'Fabric': 'Polyester', 'Fabric 2': 'Blended', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Sports'}"
Cotton Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28174714/2024/5/16/939ad55d-4f19-4946-b7be-82bb087c447f1715850973768-Roadster-Women-Tshirts-6981715850973309-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
LivIn Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15456890/2021/9/13/9acaa6ad-ad97-45da-a816-d305ff76145e1631553953628FableStreetWomenMaroonPoloCollarPocketsT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Elastane', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Casual'}"
Oversized Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12958930/2021/4/3/478986f3-945a-4579-b101-294b5142ffef1617440214622-Kook-N-Keech-Women-Tshirts-5791617440213885-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Fitted T-Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30145404/2024/7/8/57d4b2ad-292c-4cb1-bece-33dc02161b761720415571135HMWomenFittedT-Shirts1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Elastane', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Pack Of 3 V-Neck T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28017818/2024/3/4/0c807b4d-f47f-4ef3-b9f9-56cec7abe3511709573620548COLORCAPITALWomen3V-NeckExtendedSleevesPocketsT-shirt1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': '3', 'Neck': 'V-Neck', 'Number of Items': '3', 'Occasion': 'Casual'}"
Women Floral Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16161694/2021/11/18/2555ef46-ed10-4204-b8c6-cd0bec4e90641637243397655maxWomenBlueTypographyPrintedV-NeckPocketsT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Printed'}"
Printed Bio Finish T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24113210/2023/7/26/8ef070d6-1952-4857-8c5f-dd159c21aa391690365692748-Roadster-Women-Tshirts-8591690365692377-1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Slim Fit', 'Length': 'Crop', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Printed Sports T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30093609/2024/9/12/180fa506-71e7-4059-a5ab-2943f4e6b4151726140022455-HRX-by-Hrithik-Roshan-Women-Tshirts-701726140022027-1.jpg",women,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Fabric': 'Polyester', 'Fabric 2': 'Elastane', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Knits', 'Multipack Set': 'Single', 'Neck': 'Round Neck'}"
Printed Round Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11185036/2020/3/5/af16b567-787e-42d6-b8c6-34e5c27240f61583400169938-Mast--Harbour-Women-Tshirts-321583400167543-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Nautical', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Printed'}"
Printed Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27135052/2024/4/17/573218a0-a3d6-47fe-a711-d401b507cbfb1713332465263-Roadster-Women-Tshirts-4451713332464888-1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fabric 3': 'Polyester', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck'}"
Women Pockets T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29905882/2024/9/28/5ac8becd-6f3d-4c1d-afe0-4e6791434e211727530976376-JUNEBERRY-Women-Pure-Cotton-Pockets-T-shirt-181727530976057-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pure Cotton Tie & Dye T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/30/fo2Q3jz5_695745373e5d40baab642f721fd0413d.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Oversized Longline T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22516154/2023/3/25/ce571fd6-64a6-452a-8479-6bc9edfb90621679763341305Tshirts1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Livln V-Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/2/26/a0ede72c-2582-42a0-86e6-ad1d52f7361a1614314152712-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Floral Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24806026/2023/9/4/21d63871-68dd-4289-b4aa-2047f6972b2a1693838492466Tshirts1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Floral Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/OCTOBER/4/JJ6dSA66_09c2decc584742ccad56f0b687ad157e.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pure Cotton Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25796268/2023/11/7/99a08c8e-f05c-4d09-ad5a-8ef81550d9b61699364923681JUNEBERRYWomenBlackTypographyPrintedDrop-ShoulderSleevesAppl1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Relaxed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11241948/2023/7/31/09d82e4e-4af7-4f2d-a02c-266e02c1f8ea1690783660377KookNKeechMarvelWomenBlackSilverPrintedRelaxedRoundNeckT-shi1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual'}"
Plus Size Criss-Cross T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30063699/2024/9/12/6af6c95c-6e3b-4f6e-8cb1-a1e65b5891c21726133176420-Roadster-Women-Tshirts-8121726133175947-1.jpg",women,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Fabric': 'Polyester', 'Fabric 2': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Knits', 'Multipack Set': 'Single', 'Neck': 'V-Neck'}"
Printed Oversized Crop T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23961142/2023/7/10/d0f6f637-07ad-49b5-94e6-86c27b198e6b1689004059868GlobusWomenGreenPrintedV-NeckT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Crop', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Print Cotton Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26274398/2023/12/6/fb92e37e-6327-4d7f-a036-2232c27671dd1701866551748BewakoofWomenBluePrintedT-shirt1.jpg",women,"{'Character': 'Harry Potter', 'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Women Solid Round Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9697361/2019/10/15/20418bd0-a761-41e3-8363-d043371649cc1571114302546-Roadster-Women-Tshirts-5631571114300343-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Pack Of 2 V-Neck T-shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28017664/2024/3/4/260c200d-61b9-4170-a2b0-30e94d3a06341709550503519COLORCAPITALWomen2V-NeckExtendedSleevesPocketsT-shirt1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': '2', 'Neck': 'V-Neck', 'Number of Items': '2', 'Occasion': 'Casual'}"
Women Printed Lounge Tshirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27854982/2024/2/26/9adff0d1-5101-4db3-83ed-15d1e3972d261708927049667LoungeTshirts1.jpg",women,"{'Fabric': 'Cotton', 'Neck': 'Round Neck', 'Pattern': 'Printed', 'Sleeve Length': 'Short Sleeves', 'Sustainable': 'Regular', 'Type': 'Regular', 'Wash Care': 'Machine Wash'}"
Women Oversized se T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19041972/2024/3/7/10b1512a-2ec7-43e8-b392-da3c49835f991709804573262BewakoofWomenBlackOversizedT-shirt1.jpg",women,"{'Contact Brand or Retailer for pre-sales product queries': 'bewakoof brands pvt ltd, sairaj logistic hub #a5, bmc pipeline road, opposite all saints high school, amane, bhiwandi, thane, maharashtra - 421302', 'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25473346/2024/5/15/13291b74-fac5-44c9-9cb3-11757a85100c1715765704814-Levis-Women-Tshirts-3421715765704438-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pack of 2 Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12724572/2024/1/8/3d14a68b-c2db-4ff6-9245-13e01660a3fd1704713370762RoadsterWomenPackof2SolidRoundNeckPureCottonT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Women Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20528060/2023/9/11/abfc3ce5-a6d2-4074-b90a-b82c4461b1e31694408380480maxWomenBlackFloralPrintedCottonT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Longline', 'Main Trend': 'Floral Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Printed'}"
Livln V-Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/2/26/a9c14ba2-2b80-4da7-8800-5acab16a758f1614325923062-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Women Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/4/KY9WDo2C_f896ec8cd0064059a8c6aac4a3382146.jpg",women,"{'Character': 'Minions', 'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Typography Training T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30256745/2024/9/11/620e872a-a5d7-4c50-9216-40fc5f6b3eb61726038140240-HRX-by-Hrithik-Roshan-Women-Tshirts-7641726038139770-1.jpg",women,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Fabric': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Relaxed Fit V-Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26548164/2023/12/20/7f525099-7b74-4be8-adbc-26fb170b08421703080345706COLORCAPITALMulticolouredTop1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Boyfriend Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29059476/2024/4/19/857991e6-9ca3-4af5-83e1-52eb1c1b318a1713467969228BewakoofWomenKungFuPandaPrintedV-NeckAppliqueT-shirt1.jpg",women,"{'Character': 'Kung Fu Panda', 'Fabric': 'Cotton', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Women Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/21/8bBx8bh0_e698d0ecd0f3496f9523b4278c1868c9.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Crop', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pack Of 3 Relaxed Fit T-shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28017872/2024/3/4/42983507-c028-403d-ab1b-52dd36867fc71709573574260COLORCAPITALWomen3V-NeckPocketsT-shirt1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': '3', 'Neck': 'V-Neck', 'Number of Items': '3', 'Occasion': 'Casual'}"
Solid Round Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23669418/2024/8/10/f1ab48ec-a1ba-4557-90da-e38a9aa07fe11723280047374-FableStreet-Solid-Round-Neck-T-shirt-9201723280047290-6.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Solid Square Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/3/25/766c3848-2e03-4c11-afd1-830be5f1d71d1616674731784-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Scoop Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Pure Cotton Training T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29757876/2024/9/3/31b97c8d-f9fb-42f0-ad47-2b22f69dc4c11725360538548-HRX-by-Hrithik-Roshan-Women-Tshirts-7951725360538187-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Sports'}"
Ribbed Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/10/gZKOetDG_e05870518c39420fa67c05aff0dedea4.jpg",women,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Fabric': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Women High Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17569652/2022/3/17/71de142f-58c1-4011-863a-f8339ade55101647521279761FableStreetWomenWhitePureCottonT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'High Neck', 'Occasion': 'Work', 'Pattern': 'Solid'}"
Colourblocked Crop T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13270010/2021/3/30/1fafabfa-f971-4104-a4c0-1ce70e4663cf1617109202736-Roadster-Women-Tshirts-2301617109202303-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Boxy', 'Length': 'Regular', 'Main Trend': 'Colourblocked', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Colourblocked'}"
Women V-Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16895776/2024/1/29/8aed54df-f3c3-445e-a40d-69eefd2117b71706527993130JockeyWomenBlueV-NeckCottonT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Neck': 'V-Neck', 'Pattern': 'Solid', 'Sleeve Length': 'Short Sleeves', 'Sustainable': 'Regular', 'Type': 'Regular', 'Wash Care': 'Machine Wash'}"
Printed Oversized Crop T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24297226/2023/8/1/ac012567-6671-4707-848a-b91e4acd15de1690910318643GlobusWomenGreenPrintedPureCottonAppliqueBoxyT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Crop', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Pack Of 2 Printed Lounge T-Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/12/17/e97a5ab6-a334-4715-b398-1327b5d8b3eb1608194899651-1.jpg",women,"{'Fabric': 'Cotton', 'Multipack Set': '2', 'Neck': 'Round Neck', 'Pattern': 'Printed', 'Sleeve Length': 'Short Sleeves', 'Sustainable': 'Regular', 'Type': 'Regular', 'Wash Care': 'Machine Wash'}"
Women Typography Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24522558/2023/8/25/ec235b6c-0102-427b-9184-92d1396f86cc1692964370305-Mast--Harbour-Women-Tshirts-4341692964369926-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
V-Neck Casual T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28011208/2024/3/4/53fd7b41-d784-413f-9fe1-4a602aeb1fcf1709528359332COLORCAPITALTop1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Yoga T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28871796/2024/8/14/ccdc0ab9-51cb-41da-be1c-753cb31fe3981723608727013-HRX-by-Hrithik-Roshan-Women-Tshirts-3011723608726585-1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
