description,image_url,gender,item_type,specifications
Slim Fit Opaque Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23168066/2023/5/23/1cc584ae-ac8f-46ea-9056-ef313738217b1684834004509-HERENOW-Men-Shirts-1501684834004098-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Vertical Stripes', 'occasion': 'Casual', 'length': 'Regular'}"
Slim Fit Cotton Formal Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29975984/2024/7/4/8760f8ab-ca2d-46b6-903d-6e82dd20af7d1720087662493-Arrow-Men-Shirts-6701720087662047-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Textured', 'occasion': 'Formal', 'length': 'Regular'}"
Pure Cotton Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29701238/2024/10/3/ac01ec23-59d6-4853-8801-798c264fc44f1727935693208-French-Connection-Men-Shirts-9761727935692486-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Casual', 'length': 'Regular'}"
Pure Cotton Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24086522/2023/7/26/f1bcc636-f44e-4b97-9648-93a15e3dff791690371501151-Mast--Harbour-Men-Shirts-7401690371500799-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Casual', 'length': 'Regular'}"
Men Printed Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/17/osMUO1Pi_f6e4fb85b3bf4f98ba6d3b965e0c7026.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Abstract', 'occasion': 'Casual', 'length': 'Regular'}"
Men Regular Fit Casual Sustainable Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11007592/2024/8/12/a1447fb7-a320-493d-9883-ce70e6e71d4d1723452687050-Mast--Harbour-Men-Multicoloured-Regular-Fit-Checked-Casual-S-4.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Other Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Slim Fit Casual Cotton Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21697916/2023/2/13/03c22579-c2c9-4e2f-84a3-737ee2d8422e1676271369734-Arrow-Sport-Men-Slim-Fit-Tartan-Checks-Casual-Cotton-Shirt-5-11.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Tartan Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Pure Cotton Slim Formal Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27481636/2024/3/11/7113e220-d1e8-4880-897f-a459d560abe21710149636533-Arrow-Men-Shirts-5451710149636158-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Textured', 'occasion': 'Formal', 'length': 'Regular'}"
Opaque Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23867026/2023/7/10/1d504e80-f2a7-49f1-879d-afa956c8db511688971750711-HERENOW-Men-Shirts-1301688971750245-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Casual', 'length': 'Regular'}"
Striped Slim Fit Cotton Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19347704/2022/8/11/2c780cb2-165d-425e-916c-f1b6a5ddfe291660218841955-THE-BEAR-HOUSE-Men-Shirts-6091660218841432-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Vertical Stripes', 'occasion': 'Casual', 'length': 'Regular'}"
Checked Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27210208/2024/2/1/1cadc82e-5d70-4871-baac-1d9afee3d3af1706782625538-Mast--Harbour-Men-Shirts-9091706782625093-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Other Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Pure Cotton Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30126633/2024/7/31/faa1f3c4-2e1b-4506-87ed-64e9fbe3884d1722409458228-Levis-Men-Shirts-6131722409457848-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Casual', 'length': 'Regular'}"
Club Slim Fit Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8480731/2019/4/8/7a0b6645-62de-4db4-86ac-e9d32c7ea30b1554705559923-THE-BEAR-HOUSE-Men-White-Club-Slim-Fit-Solid-Semiformal-Shir-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Casual', 'length': 'Regular'}"
Checked Cotton Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26529874/2023/12/20/67e13845-5f78-4b28-97f1-684f9f091e6c1703014626830SnitchMenBlueClassicCheckedCasualShirt1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Other Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Men Striped Plus Size Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30115660/2024/7/4/20c425db-44ee-4b66-b76c-40d20332e3761720096903915InstafabPlusMenComfortOpaqueCasualShirt5.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Relaxed Fit', 'print_or_pattern_type': 'Vertical Stripes', 'occasion': 'Casual', 'length': 'Regular'}"
Button-Down Collar Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22183966/2024/10/16/4727bf4c-8c40-44a8-bd0f-6e30d2f7e8cd1729098537554-Red-Tape-Button-Down-Collar-Solid-Casual-Shirt-3051729098537-1.jpg",men,shirts,"{'sleeve_length': 'Short Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Casual', 'length': 'Regular'}"
Men Faded Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/6/QKsOH0LI_9d82fab2b1c3440a8fc5d2c8cf736446.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Faded', 'occasion': 'Casual', 'length': 'Regular'}"
Men Casual Sustainable Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10168969/2019/7/17/c35ed622-d7b0-4f1d-bbb3-b0ccdeea45d41563355140113-Mast--Harbour-Men-Shirts-9501563355138608-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Tartan Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Slim Fit Checked Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26136554/2023/11/30/5863a997-7d21-4830-8a45-609a83395aed1701317982214HERENOWMenMulticolouredSlimFitCheckedCasualShirt6.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Tartan Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Semi Sheer Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22063838/2023/2/27/c962bf44-b4c6-4309-84c1-4e6b234d60371677496480447-Mast--Harbour-Men-Shirts-8041677496479869-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Casual', 'length': 'Regular'}"
Men Washed Indigo Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8226041/2019/4/8/f426c295-40b6-414e-a59f-139544d28bc51554699069677-Roadster-Men-Blue-Regular-Fit-Checked-Casual-Shirt-515546990-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Buffalo Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Slim Fit Opaque Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27449758/2024/2/8/a3c63859-ea0c-4d60-9782-fec85af792e31707412739444HERENOWMenSlimFitCasualShirt6.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Textured', 'occasion': 'Casual', 'length': 'Regular'}"
Checked Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29781668/2024/9/4/56efccb3-2a82-48d2-99e9-aba776f2e9181725441440911-Mast--Harbour-Men-Shirts-3041725441440407-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Other Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Textured Checked Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29268090/2024/4/30/db1018eb-f372-4287-a014-b528b19689b71714475530425Shirts1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Tartan Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Checked Relaxed Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29658368/2024/8/29/5acb1a6e-d710-408d-96d3-4b8e3db7bc5b1724933234994-Roadster-Men-Shirts-891724933234584-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Relaxed Fit', 'print_or_pattern_type': 'Other Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Slim Fit Checked Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21902200/2023/2/9/49e5f4e5-2e1a-4da5-bc52-d22698f984631675949002576MuftiMenNavyBlueTrimSlimFitWindowpaneChecksSheerCheckedCasua1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Windowpane Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Opaque Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/5/PySLERrp_e291aa718c714d9e9f96c524de9541f2.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Oversized', 'print_or_pattern_type': 'Floral', 'occasion': 'Casual', 'length': 'Regular'}"
Cotton Formal Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25230070/2023/9/29/c476d59f-3bb1-41c2-90c2-06971a875da21695958008965INVICTUSMenWhiteOriginalSlimFitOpaqueFormalShirt1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Formal', 'length': 'Regular'}"
Self-Design Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29951361/2024/8/22/4de93c16-b5c2-4b8e-b92a-65a5a00cad0b1724309683233-Roadster-Men-Shirts-7561724309682788-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Geometric', 'occasion': 'Casual', 'length': 'Regular'}"
Men Slim Fit Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16696276/2022/1/5/cc2dd96d-82ea-4f00-b648-39de1fdab5ef1641389305726Shirts1.jpg",men,shirts,"{'sleeve_length': 'Short Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Floral', 'occasion': 'Casual', 'length': 'Regular'}"
Abstract Printed Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29808560/2024/5/25/5e9343fb-ec2a-43ea-9ace-513978cf787e1716654959303DennisLingoMenOpaquePrintedCasualShirt1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Relaxed Fit', 'print_or_pattern_type': 'Abstract', 'occasion': 'Casual', 'length': 'Regular'}"
Pure Cotton Formal Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27481572/2024/3/11/fccbf335-802e-44eb-b8fe-7075dbdfabba1710153350210-Arrow-Men-Shirts-2331710153349709-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Other Checks', 'occasion': 'Formal', 'length': 'Regular'}"
Slim Fit Cotton Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24213930/2024/6/21/c7ad1d99-74b1-4894-9bb2-f47da4ff5b281718970682729BEATLONDONbyPEPEJEANSSlimFitSpreadCollarLongSleevePureCotton1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Casual', 'length': 'Regular'}"
Slim Fit Checked Flannel Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12853670/2020/11/12/11812d72-9790-4ccf-99b2-c01f39c9aa511605161329126TBH-UBER-MR1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Other Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21179974/2022/12/23/f353fb71-cd6b-47ab-871b-bcbe46b3038b1671785595176-The-Indian-Garage-Co-Men-Shirts-321671785594498-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Tartan Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Men Slim Fit Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2256568/2024/7/17/a8517a8b-b4b4-42d7-bb33-78eea42ce3e41721201670435-HIGHLANDER-Men-Green-Slim-Fit-Casual-Shirt-2011721201670355-7.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Casual', 'length': 'Regular'}"
Slim Fit Opaque Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/JULY/29/v3DUMgLV_71962b473ccc4bd9b12648a69453ddac.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Vertical Stripes', 'occasion': 'Casual', 'length': 'Regular'}"
Men Self Design Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/30/6M8pimX2_09c5ddda5f6f434e925d5ae8ee355524.jpg",men,shirts,"{'sleeve_length': 'Short Sleeves', 'fit': 'Oversized', 'print_or_pattern_type': 'Textured', 'occasion': 'Casual', 'length': 'Regular'}"
Slim Fit Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17425420/2022/3/7/e514edae-c3db-446a-a42d-d3a0213b99eb1646674482908Shirts1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Casual', 'length': 'Regular'}"
Casual Pure Cotton Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21902330/2024/6/3/e2080cf3-810e-4b34-8c0a-d83e48c048551717411874269MuftiMenTrimSlimFitAbstractPrintedCasualPureCottonShirt1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Abstract', 'occasion': 'Casual', 'length': 'Regular'}"
Geometric Printed Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25915942/2023/11/17/8c203204-5a98-42a5-8337-341d790ca8151700210378338AldenoMenBlackComfortFloralOpaquePrintedCasualShirt1.jpg",men,shirts,"{'sleeve_length': 'Short Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Geometric', 'occasion': 'Casual', 'length': 'Regular'}"
Regular Fit Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22183936/2024/10/16/c52c57ed-7c99-47c6-a42f-f5dbd5611fdb1729098459379-Red-Tape-Regular-Fit-Button-Down-Collar-Casual-Shirt-6617290-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Casual', 'length': 'Regular'}"
Men Pure Cotton Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16093506/2023/2/10/890f9378-f925-499a-812a-48e9b2616acc1676014013813THEBEARHOUSEMenGreySlimFitPureCottonCheckedCasualShirt2.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Other Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Textured Oversized Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25610760/2023/10/24/1e19040d-e138-4779-ac89-1fd9dedd85f81698134472936ManiacMenWhiteClassicOpaqueStripedCasualShirt1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Oversized', 'print_or_pattern_type': 'Textured', 'occasion': 'Casual', 'length': 'Regular'}"
Pure Cotton Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28117512/2024/7/22/afe1f9ba-fba3-4a5c-9661-5095cd50f4381721633576661-Ducati-Men-Shirts-701721633576132-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Brand Logo', 'occasion': 'Casual', 'length': 'Regular'}"
Pure Cotton Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28117512/2024/7/22/afe1f9ba-fba3-4a5c-9661-5095cd50f4381721633576661-Ducati-Men-Shirts-701721633576132-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Brand Logo', 'occasion': 'Casual', 'length': 'Regular'}"
Relaxed Fit Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/31197943/2024/10/14/f32622c1-f561-40ea-bdc6-af7804fc32b81728888863672-Roadster-Life-Co-Pure-Cotton-Relaxed-Fit-With-Double-Flap-Po-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Relaxed Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Casual', 'length': 'Regular'}"
Men Printed Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30209777/2024/JULY/15/U9IfsS0u_bedec0280a324a5bbef5a72bbdc73e3d.jpg",men,shirts,"{'sleeve_length': 'Short Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Abstract', 'occasion': 'Casual', 'length': 'Regular'}"
Slim Fit Opaque Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23168038/2023/5/23/fea1f924-737a-4289-8fe5-3192fffadc6d1684822192739-HERENOW-Men-Shirts-1361684822192349-1.jpg",men,shirts,"{'sleeve_length': 'Short Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Vertical Stripes', 'occasion': 'Casual', 'length': 'Regular'}"
Classic Cotton Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29492854/2024/5/11/e691bc80-8573-4f6f-976d-ddde0b05dd7f1715431993040AllenCooperMenClassicOpaqueCasualShirt1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Casual', 'length': 'Regular'}"
Slim Fit Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/4/9/97893d49-5431-4406-bb10-29e63f0ec6d01617969221981-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Tartan Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Checked Pure Cotton Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13830750/2021/7/23/2feae15f-cbb1-43ab-bbdb-6768e43b5e131627017190504-Mast--Harbour-Men-Shirts-9881627017189836-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Tartan Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Cotton Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27989892/2024/3/2/062053a0-200f-46a4-819a-25dfd04fd5bc1709355924222HIGHLANDERMenTartanChecksOpaqueCheckedCasualShirt1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Tartan Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Checked Slim Fit Cotton Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19423144/2022/8/11/a582ba11-5cf5-440a-967d-727f5a00dbc41660214115089-THE-BEAR-HOUSE-Men-Shirts-6121660214114519-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Tartan Checks', 'occasion': 'Casual', 'length': 'Regular'}"
Opaque Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29903599/2024/6/6/297ea6e0-4493-47b5-85c6-a60a17b9182d1717648699422HIGHLANDERMenOpaqueCasualShirt1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Casual', 'length': 'Regular'}"
Men Opaque Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29340302/2024/5/3/81271507-fac0-4252-bb8a-a50c84e4d7fd1714741308024KISSOSSMenSlimFitOpaqueStripedCasualShirt1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Vertical Stripes', 'occasion': 'Casual', 'length': 'Regular'}"
Printed Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29593884/2024/5/16/b0a70a0a-7d41-4d77-b0c6-c76300e12acb1715861646590MarksSpencerMenOpaquePrintedCasualShirt1.jpg",men,shirts,"{'sleeve_length': 'Short Sleeves', 'fit': 'Regular Fit', 'print_or_pattern_type': 'Abstract', 'occasion': 'Casual', 'length': 'Regular'}"
Boxy Fit Popeye Printed Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23636558/2024/9/19/ce327451-370d-41e4-b29f-119d67dc37581726739282684-The-Souled-Store-Orange-Boxy-Fit-Popeye-Printed-Casual-Shirt-1.jpg",men,shirts,"{'sleeve_length': 'Short Sleeves', 'fit': 'Boxy', 'print_or_pattern_type': 'Humour and Comic', 'occasion': 'Casual', 'length': 'Regular'}"
Slim Fit Cotton Casual Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27538698/2024/2/12/12a8b030-2406-4778-b259-c053200e0e661707733695115TurtleMenStandardSlimFitOpaquePrintedFormalShirt1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Micro Ditsy', 'occasion': 'Casual', 'length': 'Regular'}"
Slim Fit Opaque Formal Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22850598/2023/4/28/ec462efd-0245-4cbe-9c14-8f819ab8bde61682674632685-The-Indian-Garage-Co-Cotton-Slim-Fit-Solid-Blue-Solid-Luxe-F-1.jpg",men,shirts,"{'sleeve_length': 'Long Sleeves', 'fit': 'Slim Fit', 'print_or_pattern_type': 'Solid', 'occasion': 'Formal', 'length': 'Regular'}"
